,FTR,HomeTeam,AwayTeam,HomeTeamWinStreak3,HomeTeamWinStreak5,HomeTeamLossStreak3,HomeTeamLossStreak5,AwayTeamWinStreak3,AwayTeamWinStreak5,AwayTeamLossStreak3,AwayTeamLossStreak5,IsHomeTeamRegulars,IsAwayTeamRegulars,IsHomeTeamRookie,IsAwayTeamRookie,HomeTeamWinRatio_Cat,AwayTeamWinRatio_Cat,HomeTeamPointsFromLast3Matches,AwayTeamPointsFromLast3Matches,HomeTeamPointsFromLast5Matches,AwayTeamPointsFromLast5Matches,HomeTeamPointsFromLast10Matches,AwayTeamPointsFromLast10Matches,HomeTeamLast1Match,AwayTeamLast1Match,HomeTeamLast2Match,AwayTeamLast2Match,HomeTeamLast3Match,AwayTeamLast3Match,HomeTeamLast4Match,AwayTeamLast4Match,HomeTeamLast5Match,AwayTeamLast5Match,HomeTeamLastYearPosition,AwayTeamLastYearPosition,HomeTeamGoalsDifference_Cat,AwayTeamGoalsDifference_Cat,TotalGoalsDifference_Cat,DifferenceTotalPoints_Cat,Difference10MatchesPoints_Cat,DifferenceInShoots_Cat,DifferenceInTargetShoots_Cat,DifferenceInCorners_Cat,HomeTeamTargetShootsMade_Cat,AwayTeamTargetShootsMade_Cat,HomeTeamGoalsScored_Cat,AwayTeamGoalsScored_Cat,HomeTeamGoalsLost_Cat,AwayTeamGoalsLost_Cat,HomeTeamShootsMade_Cat,AwayTeamShootsMade_Cat,HomeTeamCorners_Cat,AwayTeamCorners_Cat,HomeTeamTotalPoints_Cat,AwayTeamTotalPoints_Cat
2574,1.0,0.3897777777777778,0.5614241001564946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.8,0.6666666666666666,0.4444444444444444,0.6,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.4444444444444444,0.9444444444444444,0.5714285714285714,0.2857142857142857,0.6666666666666666,0.6363636363636364,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.4,0.2,0.4,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.2,0.6000000000000001,0.6000000000000001,0.5714285714285714,0.5714285714285714,0.3333333333333333
2575,0.0,0.41203703703703703,0.49088319088319093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.6666666666666666,0.4444444444444444,0.6,0.6666666666666666,0.3,0.5333333333333333,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.38888888888888884,0.5,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.8,0.0,0.2,0.2857142857142857,0.42857142857142855,0.7142857142857142,0.42857142857142855,0.2,0.2,0.8,0.5714285714285714,0.2857142857142857,0.5555555555555556
2576,1.0,0.3239597622313672,0.5338070628768303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3333333333333333,0.4444444444444444,0.26666666666666666,0.26666666666666666,0.43333333333333335,0.4,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.9444444444444444,0.7777777777777777,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.36363636363636365,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4,0.4,0.2,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.6000000000000001,0.2,0.4,0.5714285714285714,0.2857142857142857,0.4444444444444444
2577,1.0,0.686391603329714,0.5013976240391336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6000000000000001,0.4,0.7777777777777777,0.5555555555555556,0.8666666666666667,0.3333333333333333,0.8,0.4666666666666667,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.05555555555555555,0.611111111111111,0.7142857142857142,0.2857142857142857,0.7777777777777777,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6000000000000001,0.2,0.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.4,0.2,0.8,0.5714285714285714,0.7142857142857142,0.3333333333333333
2578,1.0,0.6068238656663094,0.4313620071684588,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6000000000000001,0.2,0.6666666666666666,0.4444444444444444,0.8,0.6666666666666666,0.6666666666666666,0.7,0.0,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.2777777777777778,0.7142857142857142,0.5714285714285714,0.5555555555555556,0.4545454545454546,0.4444444444444444,0.7777777777777777,0.6666666666666666,0.6000000000000001,0.2,0.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.4,0.0,0.6000000000000001,0.5714285714285714,0.7142857142857142,0.5555555555555556
2579,0.0,0.6043494152046783,0.52767134951043,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.4444444444444444,0.4444444444444444,0.4666666666666667,0.26666666666666666,0.5,0.2,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.22222222222222224,0.6666666666666666,0.5714285714285714,0.2857142857142857,0.6666666666666666,0.5454545454545454,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6000000000000001,0.4,0.4,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.7142857142857142,0.4,0.6000000000000001,0.8,0.5714285714285714,0.42857142857142855,0.3333333333333333
2580,0.0,0.6941712204007287,0.3574013753166848,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0.2,0.4444444444444444,0.6666666666666666,0.4,0.8,0.6333333333333333,0.7333333333333333,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.16666666666666666,0.1111111111111111,0.7142857142857142,0.7142857142857142,0.4444444444444444,0.5454545454545454,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.4,0.2,0.2,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2,0.4,0.6000000000000001,0.7142857142857142,0.7142857142857142,0.6666666666666666
2581,1.0,0.357956857956858,0.5378126817917394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.1111111111111111,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.2,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5555555555555555,0.33333333333333326,0.5714285714285714,0.2857142857142857,0.6666666666666666,0.6363636363636364,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.6000000000000001,0.2,0.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.2,0.2,0.6000000000000001,0.5714285714285714,0.5714285714285714,0.2222222222222222
2582,0.0,0.45355673133450913,0.4101042790363179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.4,0.4444444444444444,0.4444444444444444,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.5,0.3333333333333333,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.5,0.22222222222222224,0.42857142857142855,0.42857142857142855,0.4444444444444444,0.5454545454545454,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.4,0.2,0.4,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.7142857142857142,0.2,0.4,0.6000000000000001,0.7142857142857142,0.5714285714285714,0.4444444444444444
2583,0.0,0.4589478859390364,0.6022034692920769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.8,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.4666666666666667,0.3,0.43333333333333335,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.9444444444444444,0.9444444444444444,0.2857142857142857,0.2857142857142857,0.4444444444444444,0.36363636363636365,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.6000000000000001,0.2,0.2,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.4,0.2,0.6000000000000001,0.5714285714285714,0.2857142857142857,0.3333333333333333
2584,0.0,0.5690178232840349,0.27687000726216415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6000000000000001,0.2,0.4444444444444444,0.7777777777777777,0.3333333333333333,0.8666666666666667,0.3333333333333333,0.8,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.7222222222222221,0.05555555555555555,0.42857142857142855,0.7142857142857142,0.3333333333333333,0.2727272727272727,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.2,0.2,0.2,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.4,0.2,0.4,0.7142857142857142,0.5714285714285714,0.7777777777777777
2585,1.0,0.4950473729543497,0.612037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.7777777777777777,0.4444444444444444,0.4666666666666667,0.6666666666666666,0.3,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.38888888888888884,0.2857142857142857,0.2857142857142857,0.4444444444444444,0.4545454545454546,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.4,0.2,0.0,0.2857142857142857,0.2857142857142857,0.7142857142857142,0.7142857142857142,0.4,0.2,0.6000000000000001,0.7142857142857142,0.2857142857142857,0.3333333333333333
2586,1.0,0.30790297339593115,0.5724980299448384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.8,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4666666666666667,0.36666666666666664,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.9444444444444444,0.9444444444444444,0.2857142857142857,0.2857142857142857,0.4444444444444444,0.4545454545454546,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.6000000000000001,0.2,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.4,0.0,0.6000000000000001,0.5714285714285714,0.2857142857142857,0.3333333333333333
2587,1.0,0.5398117987694535,0.6953703703703703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6000000000000001,0.8,0.1111111111111111,0.1111111111111111,0.4666666666666667,0.13333333333333333,0.6,0.13333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.2777777777777778,0.9444444444444444,0.5714285714285714,0.0,0.8888888888888888,0.8181818181818182,0.7777777777777777,0.5555555555555556,0.6666666666666666,0.8,0.2,0.2,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.8571428571428571,0.2,0.2,0.6000000000000001,0.42857142857142855,0.5714285714285714,0.1111111111111111
2588,0.0,0.3995046001415428,0.23111837327523604,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.4444444444444444,1.0,0.3333333333333333,1.0,0.43333333333333335,0.8333333333333334,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,1.0,0.611111111111111,0.0,0.2857142857142857,0.8571428571428571,0.1111111111111111,0.09090909090909091,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.4,0.2,0.2,0.2857142857142857,0.7142857142857142,0.5714285714285714,0.14285714285714285,0.2,0.4,0.6000000000000001,0.7142857142857142,0.2857142857142857,0.7777777777777777
2589,0.0,0.41497031382527566,0.6025985663082438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4444444444444444,0.6666666666666666,0.26666666666666666,0.6,0.36666666666666664,0.6333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7777777777777777,0.4444444444444444,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.2,0.4,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2,0.6000000000000001,0.6000000000000001,0.5714285714285714,0.42857142857142855,0.5555555555555556
2590,0.0,0.39241001564945227,0.4313620071684588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.4,0.3333333333333333,0.4444444444444444,0.26666666666666666,0.4666666666666667,0.3333333333333333,0.6,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.9444444444444444,0.2777777777777778,0.2857142857142857,0.5714285714285714,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.2,0.2,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.4,0.4,0.6000000000000001,0.5714285714285714,0.2857142857142857,0.6666666666666666
2591,1.0,0.39958407605466434,0.5338070628768303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.1111111111111111,0.1111111111111111,0.06666666666666667,0.26666666666666666,0.16666666666666666,0.26666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.33333333333333326,0.7777777777777777,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.2727272727272727,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.6000000000000001,0.4,0.2,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.2,0.4,0.6000000000000001,0.5714285714285714,0.2857142857142857,0.4444444444444444
2592,0.0,0.3003766478342749,0.444645732689211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.1111111111111111,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.4,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.9444444444444444,0.5555555555555555,0.0,0.5714285714285714,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.2,0.2,0.6000000000000001,0.14285714285714285,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.2,0.6000000000000001,0.4,0.7142857142857142,0.0,0.5555555555555556
2593,0.0,0.3897777777777778,0.52767134951043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6000000000000001,0.6666666666666666,1.0,0.8,0.6666666666666666,0.6333333333333333,0.36666666666666664,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.2857142857142857,0.6666666666666666,0.6363636363636364,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.4,0.2,0.2,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7142857142857142,0.4,0.4,0.6000000000000001,0.7142857142857142,0.5714285714285714,0.3333333333333333
2594,0.0,0.41203703703703703,0.5320987654320988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.6000000000000001,0.4444444444444444,0.1111111111111111,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.3,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.38888888888888884,0.9444444444444444,0.2857142857142857,0.2857142857142857,0.4444444444444444,0.5454545454545454,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.8,0.0,0.4,0.2857142857142857,0.2857142857142857,0.7142857142857142,0.7142857142857142,0.0,0.6000000000000001,0.8,0.5714285714285714,0.2857142857142857,0.2222222222222222
